state,year,quarter,transaction_type,transaction_count,transaction_amount
chhattisgarh,2020,2,"Recharge & bill payments",8366200,2504355746.828547
chhattisgarh,2020,2,"Peer-to-peer payments",7216219,27351810047.608715
chhattisgarh,2020,2,"Merchant payments",3158417,2361252112.419633
chhattisgarh,2020,2,"Financial Services",19986,17814454.60563486
chhattisgarh,2020,2,Others,60103,33149845.438824516
chhattisgarh,2020,3,"Peer-to-peer payments",9734445,34661165923.13037
chhattisgarh,2020,3,"Recharge & bill payments",8705513,2790720003.1373434
chhattisgarh,2020,3,"Merchant payments",5591916,3990179454.1880045
chhattisgarh,2020,3,"Financial Services",34893,39141096.45070238
chhattisgarh,2020,3,Others,81772,45538330.62766186
chhattisgarh,2020,4,"Peer-to-peer payments",14257312,50812302052.952705
chhattisgarh,2020,4,"Merchant payments",11677743,8238390462.202984
chhattisgarh,2020,4,"Recharge & bill payments",9423324,3033918783.208999
chhattisgarh,2020,4,"Financial Services",41308,48082346.06124696
chhattisgarh,2020,4,Others,129949,82280639.52262866
chhattisgarh,2021,1,"Peer-to-peer payments",15621154,55638916992.13896
chhattisgarh,2021,1,"Merchant payments",15222763,10661449529.109669
chhattisgarh,2021,1,"Recharge & bill payments",8456094,3000977538.840563
chhattisgarh,2021,1,"Financial Services",37395,40387648.84021996
chhattisgarh,2021,1,Others,99031,68111552.62215017
chhattisgarh,2021,2,"Peer-to-peer payments",18387345,62134058797.4359
chhattisgarh,2021,2,"Merchant payments",15369311,12828590761.713423
chhattisgarh,2021,2,"Recharge & bill payments",10764784,3640692364.165052
chhattisgarh,2021,2,"Financial Services",40213,39620256.36433959
chhattisgarh,2021,2,Others,127767,85809079.54731184
chhattisgarh,2021,3,"Merchant payments",27552743,19905616746.805294
chhattisgarh,2021,3,"Peer-to-peer payments",25447410,80506858751.32883
chhattisgarh,2021,3,"Recharge & bill payments",11039088,4045490947.2382197
chhattisgarh,2021,3,"Financial Services",38817,48855662.40142638
chhattisgarh,2021,3,Others,159880,99286155.00295877
chhattisgarh,2021,4,"Merchant payments",40526025,29283695601.229546
chhattisgarh,2021,4,"Peer-to-peer payments",32799167,102177997315.68285
chhattisgarh,2021,4,"Recharge & bill payments",11115444,4724827139.9519415
chhattisgarh,2021,4,"Financial Services",55237,66445873.296120845
chhattisgarh,2021,4,Others,221621,146144588.65236923
chhattisgarh,2022,1,"Merchant payments",48236094,33822547183.04485
chhattisgarh,2022,1,"Peer-to-peer payments",37457039,118393860520.57216
chhattisgarh,2022,1,"Recharge & bill payments",11466264,5442872986.10511
chhattisgarh,2022,1,"Financial Services",52918,55991695.312008664
chhattisgarh,2022,1,Others,200977,131773069.80038045
chhattisgarh,2022,2,"Merchant payments",61093916,41536371583.74904
chhattisgarh,2022,2,"Peer-to-peer payments",42532112,133534947239.2497
chhattisgarh,2022,2,"Recharge & bill payments",12737942,5949415519.837789
chhattisgarh,2022,2,"Financial Services",41530,46037703.16128763
chhattisgarh,2022,2,Others,178548,114905117.7834119
chhattisgarh,2022,3,"Merchant payments",84355775,50874051122.3736
chhattisgarh,2022,3,"Peer-to-peer payments",57116149,161027214428.20593
chhattisgarh,2022,3,"Recharge & bill payments",16538894,8069941553.075293
chhattisgarh,2022,3,"Financial Services",55775,61881709.73674865
chhattisgarh,2022,3,Others,185994,128469268.59740639
chhattisgarh,2022,4,"Merchant payments",97405954,60247141797.94961
chhattisgarh,2022,4,"Peer-to-peer payments",63986789,183672880692.7266
chhattisgarh,2022,4,"Recharge & bill payments",16324117,8376603987.152398
chhattisgarh,2022,4,"Financial Services",63695,81169069.23462963
chhattisgarh,2022,4,Others,179891,141385263.4082809
chhattisgarh,2023,1,"Merchant payments",115821237,68619935279
chhattisgarh,2023,1,"Peer-to-peer payments",76752033,221082684005
chhattisgarh,2023,1,"Recharge & bill payments",21896029,11162940453
chhattisgarh,2023,1,"Financial Services",72038,65398770
chhattisgarh,2023,1,Others,207620,157977952
chhattisgarh,2023,2,"Merchant payments",138222517,78172761996
chhattisgarh,2023,2,"Peer-to-peer payments",86887081,243032806463
chhattisgarh,2023,2,"Recharge & bill payments",24550623,11714283831
chhattisgarh,2023,2,"Financial Services",77813,90235297
chhattisgarh,2023,2,Others,193602,146759167
chhattisgarh,2023,3,"Merchant payments",161142673,85645642195
chhattisgarh,2023,3,"Peer-to-peer payments",97060888,251466237009
chhattisgarh,2023,3,"Recharge & bill payments",25011103,13000613447
chhattisgarh,2023,3,"Financial Services",95807,131864372
chhattisgarh,2023,3,Others,182186,135322503
chhattisgarh,2023,4,"Merchant payments",185440451,102326470529
chhattisgarh,2023,4,"Peer-to-peer payments",110795079,287452814383
chhattisgarh,2023,4,"Recharge & bill payments",25330600,13898322691
chhattisgarh,2023,4,"Financial Services",115404,174278673
chhattisgarh,2023,4,Others,194798,133148269
chhattisgarh,2024,1,"Merchant payments",212194065,116463019844
chhattisgarh,2024,1,"Peer-to-peer payments",124567252,329976785438
chhattisgarh,2024,1,"Recharge & bill payments",29121761,16237500799
chhattisgarh,2024,1,"Financial Services",117960,205227725
chhattisgarh,2024,1,Others,175646,127276095
chhattisgarh,2024,2,"Merchant payments",245595547,132662738857
chhattisgarh,2024,2,"Peer-to-peer payments",134658010,346912119555
chhattisgarh,2024,2,"Recharge & bill payments",31469605,16306210818
chhattisgarh,2024,2,"Financial Services",148570,297328748
chhattisgarh,2024,2,Others,175973,135034441
chhattisgarh,2024,3,"Merchant payments",267508081,136419004302
chhattisgarh,2024,3,"Peer-to-peer payments",146302685,342236114715
chhattisgarh,2024,3,"Recharge & bill payments",29502494,18226578889
chhattisgarh,2024,3,"Financial Services",179562,354020024
chhattisgarh,2024,3,Others,147280,124415828
chhattisgarh,2024,4,"Merchant payments",304445323,159212481149
chhattisgarh,2024,4,"Peer-to-peer payments",166465519,398345139636
chhattisgarh,2024,4,"Recharge & bill payments",29120062,18801380994
chhattisgarh,2024,4,"Financial Services",477311,324186192
chhattisgarh,2024,4,Others,147189,145256654
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Recharge & bill payments",95544,17526369.5804541
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Peer-to-peer payments",44599,151966933.24607396
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Merchant payments",1531,1580762.779739072
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Financial Services",1364,353171.5523814913
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.95056825
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Recharge & bill payments",122834,30595592.007682398
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Peer-to-peer payments",69215,261995613.05482048
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Merchant payments",3544,4685536.036433555
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Financial Services",2996,383806.08546730166
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.471747881
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Recharge & bill payments",157113,39790820.29359456
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Peer-to-peer payments",119346,396698085.4104552
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Merchant payments",7465,5693604.7441260815
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Financial Services",1477,297647.89589848556
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334100959
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Peer-to-peer payments",194214,582082154.4115133
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Recharge & bill payments",185793,49972030.11285484
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Merchant payments",15739,19577328.03937304
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Financial Services",2996,371674.6991335743
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,5340,6747429.538011953
