state,year,quarter,entity_name,entity_type,transaction_count,transaction_amount
andhra-pradesh,2023,1,520011,pincodes,8055364,14095375533
andhra-pradesh,2023,1,520007,pincodes,7967416,15216553606
andhra-pradesh,2023,1,530026,pincodes,7954047,13507938696
andhra-pradesh,2023,2,visakhapatnam,districts,184918179,303874597259
andhra-pradesh,2023,2,krishna,districts,141748488,267001403933
andhra-pradesh,2023,2,chittoor,districts,136283483,245550525910
andhra-pradesh,2023,2,guntur,districts,132035450,254140764680
andhra-pradesh,2023,2,"east godavari",districts,131243375,245134717109
andhra-pradesh,2023,2,"west godavari",districts,92533269,187699526244
andhra-pradesh,2023,2,anantapur,districts,91695174,180050369328
andhra-pradesh,2023,2,"spsr nellore",districts,82056071,165181391414
andhra-pradesh,2023,2,kurnool,districts,81475907,166991990104
andhra-pradesh,2023,2,prakasam,districts,73598725,158428689659
andhra-pradesh,2023,2,517501,pincodes,17533692,27847769343
andhra-pradesh,2023,2,517507,pincodes,16071649,27735983775
andhra-pradesh,2023,2,530016,pincodes,12677134,20503632033
andhra-pradesh,2023,2,515001,pincodes,12455688,22351199564
andhra-pradesh,2023,2,520010,pincodes,10965771,19535374795
andhra-pradesh,2023,2,518002,pincodes,9897206,18254635605
andhra-pradesh,2023,2,516001,pincodes,9681752,21118300896
andhra-pradesh,2023,2,520011,pincodes,9241075,15629118550
andhra-pradesh,2023,2,520007,pincodes,9092492,17011522677
andhra-pradesh,2023,2,530026,pincodes,8876516,14619851366
andhra-pradesh,2023,3,visakhapatnam,districts,209884966,328927220951
andhra-pradesh,2023,3,krishna,districts,159421907,279540224039
andhra-pradesh,2023,3,chittoor,districts,152863845,265404757144
andhra-pradesh,2023,3,guntur,districts,150246761,270651818044
andhra-pradesh,2023,3,"east godavari",districts,148701666,260414286361
andhra-pradesh,2023,3,anantapur,districts,104539628,192477441164
andhra-pradesh,2023,3,"west godavari",districts,102962058,191891823401
andhra-pradesh,2023,3,"spsr nellore",districts,93875073,176593750929
andhra-pradesh,2023,3,kurnool,districts,92890445,172979053545
andhra-pradesh,2023,3,prakasam,districts,84447202,171207298619
andhra-pradesh,2023,3,517501,pincodes,19950308,30481660225
andhra-pradesh,2023,3,517507,pincodes,18601251,30773975506
andhra-pradesh,2023,3,530016,pincodes,14464077,22560828048
andhra-pradesh,2023,3,515001,pincodes,14092751,23787806856
andhra-pradesh,2023,3,520010,pincodes,12583902,21578557371
andhra-pradesh,2023,3,518002,pincodes,11433335,19448338656
andhra-pradesh,2023,3,516001,pincodes,11173043,22836561775
andhra-pradesh,2023,3,520011,pincodes,10750550,17171820378
andhra-pradesh,2023,3,520007,pincodes,10452102,18289265117
andhra-pradesh,2023,3,530026,pincodes,10339712,15999035746
andhra-pradesh,2023,4,visakhapatnam,districts,223584765,344512874812
andhra-pradesh,2023,4,krishna,districts,173309415,298339038877
andhra-pradesh,2023,4,chittoor,districts,163521593,274132458092
andhra-pradesh,2023,4,"east godavari",districts,162793144,282329255747
andhra-pradesh,2023,4,guntur,districts,160724947,281806839570
andhra-pradesh,2023,4,"west godavari",districts,114825704,209237892746
andhra-pradesh,2023,4,anantapur,districts,113698752,203367177888
andhra-pradesh,2023,4,kurnool,districts,103816175,190597527675
andhra-pradesh,2023,4,"spsr nellore",districts,97721962,179306028468
andhra-pradesh,2023,4,prakasam,districts,89721677,174929737360
andhra-pradesh,2023,4,517501,pincodes,20947807,31651864587
andhra-pradesh,2023,4,517507,pincodes,19563362,31704706880
andhra-pradesh,2023,4,515001,pincodes,15058936,24656474833
andhra-pradesh,2023,4,530016,pincodes,14807835,22908401482
andhra-pradesh,2023,4,520010,pincodes,13194498,22073842410
andhra-pradesh,2023,4,518002,pincodes,12622748,20976834312
andhra-pradesh,2023,4,516001,pincodes,12291648,23977992414
andhra-pradesh,2023,4,520011,pincodes,11506163,18122767533
andhra-pradesh,2023,4,520007,pincodes,11138627,19087862152
andhra-pradesh,2023,4,530026,pincodes,10776659,16712123451
andhra-pradesh,2024,1,visakhapatnam,districts,238418938,363341573689
andhra-pradesh,2024,1,krishna,districts,186352072,316993492628
andhra-pradesh,2024,1,chittoor,districts,179903083,289620567340
andhra-pradesh,2024,1,"east godavari",districts,179489444,306324309402
andhra-pradesh,2024,1,guntur,districts,173636233,297371276946
andhra-pradesh,2024,1,"west godavari",districts,127602250,228733104931
andhra-pradesh,2024,1,anantapur,districts,125240418,212681689201
andhra-pradesh,2024,1,kurnool,districts,115036343,204805909023
andhra-pradesh,2024,1,"spsr nellore",districts,108549115,190803645040
andhra-pradesh,2024,1,prakasam,districts,99550457,187480623851
andhra-pradesh,2024,1,517501,pincodes,22460833,32476323911
andhra-pradesh,2024,1,517507,pincodes,21155088,32810583577
andhra-pradesh,2024,1,515001,pincodes,15780104,24793022275
andhra-pradesh,2024,1,530016,pincodes,15216493,23101693785
andhra-pradesh,2024,1,518002,pincodes,13579522,21708522175
andhra-pradesh,2024,1,520010,pincodes,13437224,22023579078
andhra-pradesh,2024,1,516001,pincodes,13395301,25036328694
andhra-pradesh,2024,1,520007,pincodes,11732309,19602587978
andhra-pradesh,2024,1,520011,pincodes,11686035,18051723195
andhra-pradesh,2024,1,530026,pincodes,11146646,17184045480
andhra-pradesh,2024,2,visakhapatnam,districts,260339876,378402015204
andhra-pradesh,2024,2,krishna,districts,206843456,335127419350
andhra-pradesh,2024,2,"east godavari",districts,197431466,319787453310
andhra-pradesh,2024,2,chittoor,districts,194201427,307619765473
andhra-pradesh,2024,2,guntur,districts,191134818,314056718623
andhra-pradesh,2024,2,"west godavari",districts,143617131,249493284812
andhra-pradesh,2024,2,anantapur,districts,136536485,225723880453
andhra-pradesh,2024,2,kurnool,districts,127978397,213990808953
andhra-pradesh,2024,2,"spsr nellore",districts,121146667,208460354672
andhra-pradesh,2024,2,prakasam,districts,112437837,202731369689
andhra-pradesh,2024,2,517501,pincodes,23986953,33556169821
andhra-pradesh,2024,2,517507,pincodes,22868631,34558591392
andhra-pradesh,2024,2,515001,pincodes,17089815,26453948910
andhra-pradesh,2024,2,530016,pincodes,16743937,23999827461
andhra-pradesh,2024,2,518002,pincodes,14494864,22561931344
andhra-pradesh,2024,2,520010,pincodes,14454346,22517180237
andhra-pradesh,2024,2,516001,pincodes,14399825,25836817900
andhra-pradesh,2024,2,520007,pincodes,12924908,20769498519
andhra-pradesh,2024,2,520011,pincodes,12694074,18792892701
andhra-pradesh,2024,2,530026,pincodes,12240656,17816316958
andhra-pradesh,2024,3,visakhapatnam,districts,213106280,290036726818
andhra-pradesh,2024,3,ntr,districts,152140699,224873105608
andhra-pradesh,2024,3,tirupati,districts,149968579,211447552571
andhra-pradesh,2024,3,guntur,districts,127566851,190039358188
andhra-pradesh,2024,3,"sri potti sriramulu nellore",districts,106917876,175836307089
andhra-pradesh,2024,3,kakinada,districts,95570509,138371672925
andhra-pradesh,2024,3,ananthapuramu,districts,91820629,142914453423
andhra-pradesh,2024,3,"east godavari",districts,85529302,134055222841
andhra-pradesh,2024,3,prakasam,districts,85310768,143771093092
andhra-pradesh,2024,3,eluru,districts,81354859,126434474521
andhra-pradesh,2024,3,517501,pincodes,36655946,50763786498
andhra-pradesh,2024,3,530016,pincodes,18172239,25347552111
andhra-pradesh,2024,3,520010,pincodes,18075083,26040831949
andhra-pradesh,2024,3,520007,pincodes,17587908,26541441247
andhra-pradesh,2024,3,516001,pincodes,17436269,29300764711
andhra-pradesh,2024,3,515001,pincodes,16896071,24626029714
andhra-pradesh,2024,3,520003,pincodes,16725948,23180849113
andhra-pradesh,2024,3,518002,pincodes,16312523,24049037089
andhra-pradesh,2024,3,517507,pincodes,15863409,21911302309
andhra-pradesh,2024,3,530026,pincodes,15757147,21910848603
andhra-pradesh,2024,4,visakhapatnam,districts,229565019,302371361659
andhra-pradesh,2024,4,ntr,districts,171465537,247316521377
andhra-pradesh,2024,4,tirupati,districts,159672169,217180680249
andhra-pradesh,2024,4,guntur,districts,139286726,201755300053
andhra-pradesh,2024,4,"sri potti sriramulu nellore",districts,114316424,182545036925
andhra-pradesh,2024,4,kakinada,districts,106856932,150518386058
andhra-pradesh,2024,4,ananthapuramu,districts,100670947,151922187881
andhra-pradesh,2024,4,"east godavari",districts,96791979,147921011637
andhra-pradesh,2024,4,eluru,districts,92216645,140703076456
andhra-pradesh,2024,4,prakasam,districts,90937455,149042387778
andhra-pradesh,2024,4,517501,pincodes,39124897,52268964187
andhra-pradesh,2024,4,520010,pincodes,19850150,27884196248
andhra-pradesh,2024,4,520007,pincodes,19533453,28497311442
andhra-pradesh,2024,4,530016,pincodes,19427911,26280147124
andhra-pradesh,2024,4,516001,pincodes,18760414,30182682584
andhra-pradesh,2024,4,520003,pincodes,18684622,25090723912
andhra-pradesh,2024,4,515001,pincodes,18361649,25654153931
andhra-pradesh,2024,4,518002,pincodes,18000208,25530054501
andhra-pradesh,2024,4,530026,pincodes,17091590,22841467439
andhra-pradesh,2024,4,517507,pincodes,17014041,22614302334
arunachal-pradesh,2018,1,"papum pare",districts,14224,32555848.462331478
arunachal-pradesh,2018,1,"west kameng",districts,5787,9540632.547015157
arunachal-pradesh,2018,1,lohit,districts,3747,11496949.54576835
arunachal-pradesh,2018,1,"east siang",districts,3286,5533620.186295529
arunachal-pradesh,2018,1,changlang,districts,3195,5380749.415278763
arunachal-pradesh,2018,1,tawang,districts,2334,5055665.022950603
arunachal-pradesh,2018,1,longding,districts,2321,4361531.578447229
arunachal-pradesh,2018,1,"west siang",districts,1887,4796675.565399804
arunachal-pradesh,2018,1,"lower subansiri",districts,1477,3650727.893614269
arunachal-pradesh,2018,1,namsai,districts,1400,2162984.705083958
arunachal-pradesh,2018,1,791110,pincodes,4253,8605127.65004581
arunachal-pradesh,2018,1,791111,pincodes,4207,9841038.918801479
arunachal-pradesh,2018,1,791102,pincodes,3286,5671981.37541513
arunachal-pradesh,2018,1,790116,pincodes,2704,4457038.562331891
arunachal-pradesh,2018,1,790104,pincodes,2114,4578762.301169472
arunachal-pradesh,2018,1,791109,pincodes,2112,3137887.500695069
arunachal-pradesh,2018,1,792131,pincodes,2097,3667031.7501450847
arunachal-pradesh,2018,1,791001,pincodes,2041,5020173.997662732
arunachal-pradesh,2018,1,791113,pincodes,1955,6492923.793813149
arunachal-pradesh,2018,1,792001,pincodes,1865,2638135.148973316
arunachal-pradesh,2018,2,"papum pare",districts,25363,66520931.20355793
arunachal-pradesh,2018,2,"west kameng",districts,10466,25521321.34140157
arunachal-pradesh,2018,2,lohit,districts,6962,20520618.881890118
arunachal-pradesh,2018,2,"east siang",districts,6363,15285584.202916935
arunachal-pradesh,2018,2,changlang,districts,6066,13294258.50337311
arunachal-pradesh,2018,2,tawang,districts,5447,13722374.811357912
arunachal-pradesh,2018,2,longding,districts,4634,10271170.165521314
arunachal-pradesh,2018,2,namsai,districts,3230,6271811.327635023
arunachal-pradesh,2018,2,"west siang",districts,2579,7610989.567485569
arunachal-pradesh,2018,2,"lower siang",districts,2292,2179451.657976534
arunachal-pradesh,2018,2,791110,pincodes,7878,19894634.32236063
arunachal-pradesh,2018,2,791111,pincodes,7239,20302894.32407169
arunachal-pradesh,2018,2,791102,pincodes,6046,11116134.491696559
arunachal-pradesh,2018,2,790116,pincodes,4689,11109804.760347228
arunachal-pradesh,2018,2,790104,pincodes,4436,10757634.641186869
arunachal-pradesh,2018,2,792131,pincodes,4342,9787595.363164986
arunachal-pradesh,2018,2,791113,pincodes,4159,10355129.796387024
arunachal-pradesh,2018,2,792103,pincodes,3885,10332844.690670341
arunachal-pradesh,2018,2,792102,pincodes,3638,13733030.966675913
arunachal-pradesh,2018,2,791109,pincodes,3486,8901023.6818946
arunachal-pradesh,2018,3,"papum pare",districts,43282,101080479.2917223
arunachal-pradesh,2018,3,"west kameng",districts,17026,48528147.45054105
arunachal-pradesh,2018,3,lohit,districts,11595,32702331.664437763
arunachal-pradesh,2018,3,"east siang",districts,10539,24885270.773230057
arunachal-pradesh,2018,3,changlang,districts,10162,20494174.949715402
arunachal-pradesh,2018,3,tawang,districts,8715,25733824.994109266
arunachal-pradesh,2018,3,longding,districts,5288,18327334.050755527
arunachal-pradesh,2018,3,namsai,districts,5076,10698272.774381302
arunachal-pradesh,2018,3,"west siang",districts,3337,12966152.792519316
arunachal-pradesh,2018,3,tirap,districts,3322,7479257.007852319
arunachal-pradesh,2018,3,791110,pincodes,13489,28577947.494984522
arunachal-pradesh,2018,3,791111,pincodes,10508,33766761.060124576
arunachal-pradesh,2018,3,791102,pincodes,9777,18868814.474471845
arunachal-pradesh,2018,3,791109,pincodes,8636,14623073.028337255
arunachal-pradesh,2018,3,790116,pincodes,6870,19935455.777625345
arunachal-pradesh,2018,3,792103,pincodes,6672,16204421.801473193
arunachal-pradesh,2018,3,790104,pincodes,6434,18213474.582743015
arunachal-pradesh,2018,3,792001,pincodes,6307,16330131.581704907
arunachal-pradesh,2018,3,791113,pincodes,6191,14657152.42532165
arunachal-pradesh,2018,3,792102,pincodes,5120,16131802.077896373
arunachal-pradesh,2018,4,"papum pare",districts,55224,154875448.20778143
arunachal-pradesh,2018,4,"west kameng",districts,25439,89194886.84322134
arunachal-pradesh,2018,4,lohit,districts,14268,40510521.949797615
arunachal-pradesh,2018,4,changlang,districts,13950,32343047.413952358
arunachal-pradesh,2018,4,"east siang",districts,12893,34272134.344916776
arunachal-pradesh,2018,4,tawang,districts,11104,35921510.89403269
arunachal-pradesh,2018,4,namsai,districts,7244,17643523.29373534
arunachal-pradesh,2018,4,longding,districts,6581,22545311.85089966
arunachal-pradesh,2018,4,tirap,districts,5725,10811742.670586085
arunachal-pradesh,2018,4,"lower dibang valley",districts,4227,10951332.393937869
arunachal-pradesh,2018,4,791110,pincodes,18305,50770919.03443284
arunachal-pradesh,2018,4,791111,pincodes,14891,50578761.54109968
arunachal-pradesh,2018,4,791102,pincodes,11990,28553763.558065224
arunachal-pradesh,2018,4,790116,pincodes,10791,42561249.91245334
arunachal-pradesh,2018,4,792103,pincodes,8743,23841863.530102827
arunachal-pradesh,2018,4,790104,pincodes,8727,28710303.165459957
